,dmflag0,dmflag1,dmflag10,dmflag11,dmflag2,dmflag3,dmflag4,dmflag5,dmflag6,dmflag7,dmflag8,dmflag9,dsflag0,dsflag1,dsflag10,dsflag11,dsflag2,dsflag3,dsflag4,dsflag5,dsflag6,dsflag7,dsflag8,dsflag9,id,qcflag0,qcflag1,qcflag10,qcflag11,qcflag2,qcflag3,qcflag4,qcflag5,qcflag6,qcflag7,qcflag8,qcflag9,value0,value1,value10,value11,value2,value3,value4,value5,value6,value7,value8,value9,year
20, , ,a,a, , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,1402,700,723,548,728,1337,1802,2145,2219,2195,1914,1359,1937
21,a, , ,a, , , ,a, , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,633,821,890,441,1412,1328,1798,2104,2235,2215,1884,1365,1938
22, , , ,a,b,a,a,a, , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,734,784,650,586,1032,1300,1716,2145,2207,2140,2042,1450,1939
23, ,c, , , ,b, ,a,a,a, , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,-115,483,936,884,914,1336,1751,2179,2326,2390,1921,1337,1940
24, ,a, , , , ,a,a, , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,545,413,821,695,744,1411,1651,2123,2281,2310,2131,-9999,1941
25, ,a, , ,b,a,b, , ,a, ,a, , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,308,446,881,650,822,1253,1671,2156,2264,2197,1825,1391,1942
26, , ,a,b, , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,518,585,634,580,875,1233,1814,2128,2205,2184,1938,1176,1943
27,a, , ,a,a,b, , ,a, ,a, , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,473,1109,822,370,1067,1336,1683,2151,2110,2157,2093,1139,1944
28, , , , ,a,a,a,a,a, , ,a, , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,375,908,1006,327,1468,1540,1618,2174,2222,2255,2125,1370,1945
29, , , ,a, , , ,a, , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,665,677,1305,720,1150,1450,1789,2004,2266,2178,1967,1429,1946
30, , , ,b, , , ,a,a, , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,864,219,880,552,681,1464,1726,2094,1978,2133,1937,1602,1947
31, ,e,a, ,c, ,a, , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,71,785,1119,931,1303,1429,1714,2225,2280,2150,1899,1254,1948
32, , , , ,a, , ,a, , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,1009,1095,502,562,897,1397,1740,2082,2181,2059,1840,1635,1949
33, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,1131,607,504,373,516,1059,1849,2107,2038,2061,1852,1354,1950
34, , , ,f, , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,579,612,643,895,1046,1173,1626,2140,2273,2330,2099,1582,1951
35, , , , ,a, , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,1111,952,795,599,888,1193,1812,2239,2216,2271,1918,982,1952
36, , , , , , , , ,a, , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,722,723,915,603,1203,1320,2023,2259,2257,2199,1912,1477,1953
37, , , , , ,a,a, , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,706,847,853,565,952,1583,1521,2104,2303,2327,2091,1487,1954
38, , , , , , , , , ,a, , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,541,849,903,719,1178,1529,1942,1917,2178,2279,2130,1296,1955
39, ,a, , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,408,1108,849,1035,973,1321,1884,2050,2245,2205,1857,1539,1956
40, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,945,1203,1163,599,1009,1483,1868,2206,2340,2215,2052,1290,1957
41, , , , , , , , , ,a, , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,264,206,1126,550,860,1400,1789,2159,2222,2223,2096,1446,1958
42, , ,c,a, , , , ,a, , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,388,921,769,612,909,1311,-9999,2143,2212,2242,2117,1804,1959
43, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,563,460,1022,491,674,1379,1610,2104,2279,2204,2026,1538,1960
44, , ,a, ,a, , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,301,909,1089,811,1206,1122,1662,2014,2155,2146,2024,1288,1961
45, , , , , , , , , ,a, , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,474,1126,811,565,855,1219,1926,2097,2321,2224,2011,1554,1962
46, , , , , , , , , ,a, , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,229,303,902,154,1088,1594,1881,2157,2209,2274,1963,1382,1963
47, , ,a, , , , , , , , , , , , , ,1, , , , , , , ,USH00012813, , , , , , , , , , , , ,444,404,1096,739,894,1549,1738,2102,2198,2235,1986,1172,1964
48, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,565,645,1183,601,925,1592,1700,2000,2186,2171,2067,1407,1965
49,a, , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,410,631,1006,634,865,1432,1835,1891,2255,2151,1953,1374,1966
50, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,581,508,823,941,1086,1656,1722,2161,2162,2124,1721,1169,1967
51, , , ,a, , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,457,210,779,389,719,1417,1773,2106,2206,2177,1896,1469,1968
52, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,572,619,724,533,617,1464,1724,2143,2331,2142,1904,1555,1969
53, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,276,363,705,782,1001,1576,1722,2129,2260,2269,2144,1557,1970
54, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,642,615,858,1322,830,1215,1612,2126,2234,2195,2097,1685,1971
55, ,a, , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,923,689,954,688,1003,1444,1724,2084,2139,2260,2117,1514,1972
56, , , , , , , , ,a, , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,520,441,1200,543,1378,1315,1755,2149,2329,2156,2130,1573,1973
57,a, , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,1366,676,823,711,1282,1292,1883,1985,2157,2172,1950,1177,1974
58, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,784,969,1008,545,1027,1301,1852,2041,2113,2163,1850,1530,1975
59, , , ,a, , , , ,a, , ,c, , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,323,799,467,311,1269,1315,1535,1937,2168,2074,1935,1159,1976
60,a, , , ,a, , , ,a, , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,-58,417,1124,484,1016,1345,1687,2250,2255,2249,2176,1238,1977
61,b, , ,b, , , , , , ,a,a, , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,7,86,1188,522,705,1293,1779,2142,2253,2195,2076,1242,1978
62,a, ,b,b, , ,a, , , ,a,a, , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,124,432,806,385,903,1544,1680,1993,2273,2173,2017,1246,1979
63, , , , ,a, ,a,b, , ,b, , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,683,304,843,400,945,1276,1819,2125,2355,2262,2196,1205,1980
64,a, , ,d,b, , , ,a,a, , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,70,551,935,469,775,1532,1645,2312,2357,2254,1797,1330,1981
65, ,b, ,a, , ,a,a,a,a,a,c, , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,397,558,1111,888,1127,1374,1741,2146,2253,2256,1911,1442,1982
66, ,b, , , ,b,a,a,b, ,b,a, , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,342,530,871,388,748,1069,1667,2016,2287,2291,1816,1463,1983
67,c, , ,a, ,a, ,a,a,b,c,a, , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,284,532,782,1079,872,1366,1711,2010,2185,2161,1857,1704,1984
68, ,d,a,b,a, , ,a, ,a,c,a, , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,14,628,1451,232,1229,1384,1747,2200,2190,2260,1967,1705,1985
69,a,c,b,a,b,a, ,a, , , ,b, , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,302,744,1340,681,762,1197,1683,2193,2321,2220,2106,1543,1986
70, , ,d, ,b, , ,a,a, ,b,a, , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,355,693,882,768,970,1134,1887,2114,2257,2325,1960,910,1987
71, ,b, , , , ,a,a,b, , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,263,441,1138,538,903,1385,1496,2043,2280,2238,2122,1204,1988
72, , , , , , ,a, ,a, , ,a, , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,842,636,852,104,1107,1139,1729,2125,2268,2180,1955,1296,1989
73, , ,a, , , , ,a, ,a,b, , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,658,940,944,823,1035,1197,1726,2142,2223,2236,1909,1319,1990
74, , , , , , , , , , , ,a, , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,660,700,590,694,1036,1554,2019,2098,2271,2240,1939,1366,1991
75,b, ,a,a,a, , ,a, , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,373,776,871,729,949,1214,1560,2086,2339,2108,2021,1314,1992
76, , ,a, , , , , , , ,a, , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,761,495,730,414,807,1074,1656,2133,2318,2301,2044,1405,1993
77, ,b, , , , , , ,a, , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,268,660,1172,700,963,1361,1746,2191,2167,2133,1906,1561,1994
78,a, , , , , , , , , , ,a, , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,441,544,731,466,1101,1300,1891,2027,2292,2293,1945,1385,1995
79, ,a, ,a, , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,316,485,926,615,727,1154,1795,2090,2292,2209,1947,1378,1996
80,a, , , , ,a,b, , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,591,749,759,498,1330,1188,1661,2068,2294,2215,2029,1370,1997
81, , , , , , , , , ,a, , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,620,569,1220,931,825,1281,1889,2315,2394,2304,2205,1575,1998
82, , , ,a, , , , , ,b, ,a, , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,594,768,872,395,813,1604,1656,2158,2273,2338,1861,1350,1999
83,a, , , ,a, , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,572,703,800,176,1035,1127,1937,2111,2346,2326,1976,1262,2000
84, ,a, ,a, , , ,a, , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,190,860,1137,735,832,1377,1723,2165,2303,2222,1887,1201,2001
85, ,a,a, ,a,a, , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,500,380,767,435,808,1555,1760,2119,2246,2214,2196,1842,2002
86, , , ,a, , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,124,619,1084,278,1149,1338,1990,2232,2241,2288,1946,1424,2003
87,a, , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,398,515,1179,411,1075,1142,1829,2199,2290,2118,2044,1841,2004
88, ,a, , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,700,849,1011,374,931,1218,1672,2139,2340,2305,2153,1353,2005
89, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,746,522,703,596,980,1481,1731,2050,2120,2324,1896,1280,2006
90, , , , , , , , ,a, , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,523,289,779,795,922,1152,1645,2045,2110,2348,2011,1514,2007
91, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,288,508,610,684,717,1271,1716,2138,2191,2142,1913,1231,2008
92, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,350,429,691,420,981,1143,1847,2253,2141,2067,2035,1432,2009
93, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,21,20,878,23,523,1118,1862,2173,2294,2323,1922,1158,2010
94, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,101,427,833,556,913,1328,1480,2209,2246,2186,1774,972,2011
95, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,577,773,521,575,1303,1274,1746,1985,2195,2102,1809,1158,2012
96, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,656,518,691,475,410,1103,1469,2106,2099,2103,1958,1376,2013
97, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,-186,434,344,612,541,1120,1570,2065,2101,2115,1939,1209,2014
98, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,228,79,1107,990,1093,1500,1679,2111,2248,2104,1826,1359,2015
99, , , , , ,a, , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,184,422,824,692,1091,1275,1596,2042,2253,2194,2004,1323,2016
100, , , , , , , , , , ,a, , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,699,742,752,487,959,1266,1556,1993,2173,2096,1796,1397,2017
101,a, , , , , , , ,a, , , , , , , , , , , , , , , ,USH00012813, , , , , ,S, , , , , , ,-51,1054,604,557,774,863,1649,2129,2158,2044,2076,1472,2018
102, , , , ,b,a, , ,b,h, , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,305,959,-9999,-9999,746,1076,1695,2036,2090,2127,-9999,-9999,2019
