,dmflag0,dmflag1,dmflag10,dmflag11,dmflag2,dmflag3,dmflag4,dmflag5,dmflag6,dmflag7,dmflag8,dmflag9,dsflag0,dsflag1,dsflag10,dsflag11,dsflag2,dsflag3,dsflag4,dsflag5,dsflag6,dsflag7,dsflag8,dsflag9,id,qcflag0,qcflag1,qcflag10,qcflag11,qcflag2,qcflag3,qcflag4,qcflag5,qcflag6,qcflag7,qcflag8,qcflag9,value0,value1,value10,value11,value2,value3,value4,value5,value6,value7,value8,value9,year
11,a, , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,282,2042,-9999,-9999,1855,3580,891,1979,1359,1543,-9999,-9999,1928
12, , , , , , , , , , , , , , , , , ,4, , , , , , ,USH00011084, , , , , , , , , , , , ,-9999,2598,1944,1233,4760,533,1547,3110,988,810,1296,1657,1929
13, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1597,351,2547,1078,1287,231,407,251,1825,651,2718,1878,1930
14, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,906,621,97,1805,1170,729,1079,559,790,1089,866,475,1931
15, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,944,1037,819,1032,895,321,2027,805,849,1689,1315,1461,1932
16, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,835,1481,150,635,2139,2368,288,784,3624,1157,576,181,1933
17, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,771,1196,821,654,1213,876,778,1542,1482,3461,411,2077,1934
18, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,985,771,129,1159,2062,1900,1759,1207,1802,2151,578,218,1935
19, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,4203,1705,239,1171,551,1231,1292,127,3308,1657,729,534,1936
20, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1437,998,1382,732,1361,2361,1592,1565,1337,873,747,1753,1937
21, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1100,764,228,970,757,856,638,1001,1988,678,514,46,1938
22, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,751,2301,204,585,986,833,1474,3198,1522,4620,3120,99,1939
23, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,941,2163,895,2808,740,1148,1415,3245,2541,1010,528,127,1940
24, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,470,779,1206,1433,1115,785,114,1192,2444,1066,1764,265,1941
25, , , , , , , , , , , ,a, , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,961,1649,278,1421,2288,740,1016,2057,1927,2104,1748,193,1942
26, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,2560,556,1570,1202,2124,1017,427,2054,1255,416,948,482,1943
27, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1272,1168,930,590,3752,2576,1399,913,2844,3046,2696,137,1944
28, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1357,1303,647,1870,630,2587,1048,1199,4202,431,1266,505,1945
29, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1591,1117,1587,494,2937,2234,2401,1447,2873,1471,1775,338,1946
30, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,2211,424,2436,1552,3116,1746,3158,1028,231,1570,1301,655,1947
31, , , , , , , , ,a, , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1574,531,3508,1052,2745,1107,782,691,2177,1273,1911,1049,1948
32, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,961,1184,144,828,1762,1959,1215,1699,3018,2024,706,718,1949
33, ,a, , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,782,418,122,1051,1675,1789,553,668,4353,1743,408,465,1950
34, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,529,411,1732,1256,2378,864,696,1252,1383,1148,1156,249,1951
35,e, , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,757,1884,405,1592,1733,1257,1799,284,781,1760,1071,15,1952
36, ,b, , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1190,1228,1471,3800,630,1682,676,951,886,1125,1912,48,1953
37, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,240,1297,421,742,1131,1055,305,586,1255,86,635,223,1954
38, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1030,1308,223,353,178,3180,1393,899,1987,2055,215,879,1955
39, , , ,d, , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1151,1573,303,533,2379,337,868,1844,1248,341,2855,792,1956
40, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,376,696,1685,471,1476,2595,2213,2007,505,602,3102,1028,1957
41, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1105,707,533,578,1184,970,466,2332,2376,823,1745,147,1958
42, , , , ,b, , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,896,1687,701,881,1243,1463,1799,1840,2065,1766,1705,2231,1959
43, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1417,1470,921,675,798,2380,1658,653,2233,760,2684,756,1960
44, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1375,2394,1755,1516,2967,2215,700,2489,1339,1907,1414,25,1961
45, , , , , , , ,e,a, , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1084,2517,861,1464,1898,1560,46,831,1841,932,808,620,1962
46, , , , , , ,b, , ,a, , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,2129,930,1179,1244,511,432,742,1852,2067,1347,500,0,1963
47, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1903,1067,1272,1316,1578,2705,1094,1038,3279,1835,515,1937,1964
48, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,818,2200,391,1087,1404,511,170,2014,1934,2014,1463,2029,1965
49, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1245,2649,2070,1681,719,1045,1113,272,974,1052,564,1245,1966
50, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1598,1616,544,1750,381,361,780,1525,1364,2639,973,1156,1967
51, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,675,782,1445,2119,323,517,795,1255,1711,1255,571,128,1968
52, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,557,1071,419,2904,2261,1242,1617,470,2174,2290,998,871,1969
53, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,861,1176,633,1880,2508,401,1878,3933,1359,2609,274,2105,1970
54, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1048,2245,639,1623,1495,942,832,771,1718,1623,1344,122,1971
55, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1150,1231,1231,3798,1040,645,1908,1529,1130,596,638,757,1972
56, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1287,1355,1376,1756,3109,1779,1131,2702,1741,1056,1858,274,1973
57, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1628,1606,1118,754,1363,1039,1343,903,2536,839,2048,358,1974
58, , , , ,f, , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1714,1837,1512,1445,1544,2828,1758,1898,4848,2110,2217,1197,1975
59, , , ,a, , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,825,541,1340,856,989,600,2502,1448,971,1157,704,899,1976
60, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1319,528,1259,981,2665,473,285,1590,2337,3733,961,434,1977
61, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,2722,1023,917,1379,1574,1214,2919,2136,1548,988,875,46,1978
62, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1927,2671,1470,812,1285,1063,966,1160,2282,1120,979,292,1979
63, , , , , , , ,., , , , , , , , , , , ,1, , , , ,USH00011084, , , , , , , , , , , , ,1639,368,1039,287,3799,2005,1423,1826,917,423,1449,1353,1980
64,b, , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,38,2846,513,1909,1170,127,1334,995,2022,1343,467,413,1981
65, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1631,3097,863,1702,910,1127,879,1416,2103,1482,1060,551,1982
66, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1207,2210,1145,2219,2604,1925,820,1714,662,1235,1204,394,1983
67, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1140,674,815,609,1227,1097,1887,915,1669,3290,279,585,1984
68, , ,a, , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1474,2054,1219,1130,711,671,1373,1240,1358,1270,1515,2195,1985
69, , , , , , , , , , , , , , , , , , , , , ,1, , ,USH00011084, , , , , , , , , , , , ,1717,948,2303,1088,1821,153,966,590,1853,1448,739,1187,1986
70, ,a, , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1702,1583,1570,945,1524,191,2077,2138,849,2248,966,25,1987
71, , , , , , , , ,b, , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1829,1424,869,560,1626,584,216,743,2078,1254,4488,877,1988
72, , , , , , ,c, , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,969,663,3304,-9999,2058,1449,2556,3507,2242,950,1566,766,1989
73, , , , , , , ,e,c,a, , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1946,1895,565,886,4019,1308,1854,559,1352,491,796,889,1990
74, , , , , ,a, , ,e, , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,3187,852,1181,669,1608,1549,4058,1776,1276,1028,976,76,1991
75, , , ,b, , , , ,f, , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,2707,1807,2652,452,953,498,388,1097,1323,2644,749,792,1992
76, , , , ,b, , , , ,i, , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1422,1240,305,927,2232,850,998,653,2912,1319,2704,1765,1993
77, , ,a,d, , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,2136,863,838,776,1054,1494,971,2668,2634,889,1235,1305,1994
78, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1647,1930,1943,813,1714,2242,2375,1156,1672,2921,228,3798,1995
79, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1662,1168,674,796,2868,2171,660,2258,1471,2058,775,355,1996
80, ,b,a, , , , ,e, , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1311,1707,2177,971,799,1523,1613,1473,1448,827,356,826,1997
81, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,2172,1525,1154,762,3035,1695,344,482,994,773,6401,13,1998
82, , , , , , , , , ,d, , , , , , , , , , , , ,1,1,USH00011084, , , , , , , , , , , , ,928,430,604,907,1473,444,1475,2236,2090,960,1171,937,1999
83, , , , , , , ,c, , ,e, , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,787,890,2728,1144,1042,851,444,1555,422,1020,1257,38,2000
84, , , , , ,a, , ,b, , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1398,491,635,673,3833,1171,272,2029,1293,1595,513,939,2001
85, , , ,a,c, ,h,b, , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,864,1003,1130,1376,1056,444,183,1413,1824,1136,3076,1686,2002
86, , ,b, , , ,d, ,f, ,h, , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,752,1795,1117,1232,1639,1422,2133,1853,3175,3453,1029,444,2003
87,d, , , , , , ,e,b, , ,a, , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1169,1513,2629,1221,198,975,742,2875,1512,1494,2782,2020,2004
88, , , , , , , , ,b, , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1055,646,804,907,1396,2791,879,2097,2718,1434,2782,25,2005
89, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1055,862,1125,495,368,433,1156,665,1129,2162,651,1473,2006
90, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1672,938,1169,2584,520,2789,296,1346,770,1024,1759,1473,2007
91, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1325,2174,1067,1124,673,1583,673,884,2210,2540,642,829,2008
92, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1453,704,1897,4187,2781,1740,1616,928,1384,1770,1316,1245,2009
93, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,2541,1355,1244,543,863,538,1614,646,1013,1929,279,630,2010
94, , , , , , , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1491,1041,442,1337,1223,370,251,1268,1390,300,1793,51,2011
95, , , , , , ,a, , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1019,1638,321,1558,712,662,1034,2756,1564,2273,1062,1021,2012
96,a,a, ,b,a, , , , , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,1037,2561,368,1559,415,1059,442,2679,1579,1181,2082,274,2013
97,c,b, , , , , ,b, , , , , , , , , , , , , , , , ,USH00011084, , , , , , , , , , , , ,801,1343,342,2139,1428,2647,2514,747,1221,1524,318,1384,2014
