component_1,component_2,component_3,coop_id,country_code,elevation,id,id_place_holder,latitude,longitude,name,network_code,state,utc_offset
------,------,------,454154,US,118.9,USH00454154,00,46.2111,-119.1011,KENNEWICK                     ,H,WA,8
455932,454752,------,454748,US,7.6,USH00454748,00,46.3675,-124.0378,LONG BEACH EXP STN            ,H,WA,8
456894,------,------,454764,US,841.9,USH00454764,00,46.7492,-121.812,LONGMIRE RAINIER NPS          ,H,WA,8
------,------,------,454769,US,3.7,USH00454769,00,46.1506,-122.9164,LONGVIEW                      ,H,WA,8
456803,------,------,455224,US,176.5,USH00455224,00,47.1358,-122.2558,MC MILLIN RSVR                ,H,WA,8
454549,------,------,455946,US,423.7,USH00455946,00,48.9114,-117.8069,NORTHPORT                     ,H,WA,8
------,------,------,456039,US,466.3,USH00456039,00,47.3286,-118.6997,ODESSA                        ,H,WA,8
------,------,------,456096,US,24.4,USH00456096,00,48.6117,-122.8064,OLGA 2 SE                     ,H,WA,8
------,------,------,456610,US,579.1,USH00456610,00,46.4686,-117.5894,POMEROY                       ,H,WA,8
------,------,------,456624,US,27.4,USH00456624,00,48.1139,-123.4317,PORT ANGELES                  ,H,WA,8
------,------,------,456678,US,30.5,USH00456678,00,48.1161,-122.7586,PORT TOWNSEND                 ,H,WA,8
456784,------,------,456789,US,775.7,USH00456789,00,46.7564,-117.1911,PULLMAN 2 NW                  ,H,WA,8
459291,------,------,456914,US,9.1,USH00456914,00,46.6533,-123.73,RAYMOND 2 S                   ,H,WA,8
------,------,------,457059,US,557.8,USH00457059,00,47.1139,-118.3772,RITZVILLE 1 SSE               ,H,WA,8
451586,------,------,457267,US,592.8,USH00457267,00,47.0894,-117.5931,SAINT JOHN                    ,H,WA,8
457478,------,------,457458,US,5.8,USH00457458,00,47.65,-122.3,SEATTLE URBAN SITE            ,H,WA,8
------,------,------,457507,US,18.3,USH00457507,00,48.4958,-122.2355,SEDRO WOOLLEY                 ,H,WA,8
------,------,------,457773,US,134.1,USH00457773,00,47.5414,-121.8361,SNOQUALMIE FALLS              ,H,WA,8
------,------,------,457938,US,717.2,USH00457938,00,47.6217,-117.5281,SPOKANE INTL AP               ,H,WA,8
------,------,------,458059,US,387.1,USH00458059,00,48.3511,-120.7267,STEHEKIN 4 NW                 ,H,WA,8
------,------,------,458207,US,227.7,USH00458207,00,46.3236,-120.0103,SUNNYSIDE                     ,H,WA,8
------,------,------,458773,US,64.0,USH00458773,00,45.6778,-122.6519,VANCOUVER 4 NNE               ,H,WA,8
458931,------,------,458928,US,355.4,USH00458928,00,46.1,-118.2833,WALLA WALLA FAA AP            ,H,WA,8
------,------,------,459012,US,798.6,USH00459012,00,47.6478,-120.0697,WATERVILLE                    ,H,WA,8
------,------,------,459074,US,195.1,USH00459074,00,47.4247,-120.315,WENATCHEE                     ,H,WA,8
------,------,------,459238,US,679.7,USH00459238,00,47.7569,-118.6775,WILBUR                        ,H,WA,8
------,------,------,459376,US,534.9,USH00459376,00,48.4539,-120.1936,WINTHROP 1 WSW                ,H,WA,8
------,------,------,461220,US,443.5,USH00461220,00,38.98,-80.2206,BUCKHANNON                    ,H,WV,5
460687,------,------,461330,US,231.6,USH00461330,00,39.2047,-81.1572,CAIRO                         ,H,WV,5
------,------,------,463544,US,216.4,USH00463544,00,38.9339,-80.8325,GLENVILLE                     ,H,WV,5
------,------,------,465224,US,701.0,USH00465224,00,37.8564,-80.4042,LEWISBURG 3 N                 ,H,WV,5
465621,------,------,465626,US,335.3,USH00465626,00,39.5436,-80.4647,MANNINGTON 8 WNW              ,H,WV,5
------,------,------,465707,US,162.8,USH00465707,00,39.4019,-77.9844,MARTINSBURG E WV RGNL         ,H,WV,5
------,------,------,466867,US,556.6,USH00466867,00,39.1031,-79.6658,PARSONS 1 NE                  ,H,WV,5
466991,------,------,466989,US,877.8,USH00466989,00,38.6667,-80.2,PICKENS 2 N                   ,H,WV,5
463353,------,------,467029,US,390.1,USH00467029,00,37.5744,-81.5356,PINEVILLE                     ,H,WV,5
------,------,------,468384,US,287.4,USH00468384,00,38.8008,-81.3619,SPENCER                       ,H,WV,5
------,------,------,469368,US,201.2,USH00469368,00,40.2753,-80.6119,WELLSBURG WTR TRMT PL         ,H,WV,5
469605,------,------,469610,US,231.6,USH00469610,00,37.6731,-82.2761,WILLIAMSON                    ,H,WV,5
------,------,------,469683,US,186.2,USH00469683,00,38.5278,-81.9153,WINFIELD LOCKS                ,H,WV,5
------,------,------,470349,US,198.1,USH00470349,00,46.5831,-90.9678,ASHLAND EXP FARM              ,H,WI,6
470239,------,------,470991,US,329.2,USH00470991,00,44.8558,-88.9889,BOWLER                        ,H,WI,6
------,------,------,471078,US,240.8,USH00471078,00,42.6181,-89.3861,BRODHEAD                      ,H,WI,6
------,------,------,472001,US,292.6,USH00472001,00,42.6708,-90.1183,DARLINGTON                    ,H,WI,6
------,------,------,472839,US,231.6,USH00472839,00,43.7961,-88.4506,FOND DU LAC                   ,H,WI,6
------,------,------,473405,US,331.9,USH00473405,00,44.1192,-89.5342,HANCOCK EXP FARM              ,H,WI,6
------,------,------,474546,US,317.0,USH00474546,00,42.8278,-90.7889,LANCASTER 4 WSW               ,H,WI,6
------,------,------,475017,US,178.0,USH00475017,00,44.0869,-87.6522,MANITOWOC                     ,H,WI,6
------,------,------,475120,US,377.0,USH00475120,00,44.6319,-90.1314,MARSHFIELD EXP FARM           ,H,WI,6
------,------,------,475255,US,448.1,USH00475255,00,45.1308,-90.3439,MEDFORD                       ,H,WI,6
478937,------,------,475474,US,221.3,USH00475474,00,43.0719,-88.0294,MILWAUKEE MT MARY COL         ,H,WI,6
------,------,------,475516,US,488.0,USH00475516,00,45.8864,-89.7322,MINOCQUA                      ,H,WI,6
473471,------,------,475808,US,310.9,USH00475808,00,44.5297,-90.6383,NEILLSVILLE 3 SW              ,H,WI,6
------,------,------,475932,US,243.8,USH00475932,00,44.3589,-88.7189,NEW LONDON                    ,H,WI,6
------,------,------,476208,US,201.2,USH00476208,00,44.8836,-87.9539,OCONTO 4 W                    ,H,WI,6
------,------,------,476330,US,228.6,USH00476330,00,44.0206,-88.5581,OSHKOSH                       ,H,WI,6
------,------,------,476718,US,236.2,USH00476718,00,43.5278,-89.4342,PORTAGE                       ,H,WI,6
------,------,------,476827,US,200.6,USH00476827,00,43.0514,-91.135,PRAIRIE DU CHIEN              ,H,WI,6
------,------,------,476922,US,181.4,USH00476922,00,42.7022,-87.7861,RACINE                        ,H,WI,6
------,------,------,478027,US,335.3,USH00478027,00,45.8236,-91.8761,SPOONER AG RES STN            ,H,WI,6
------,------,------,478110,US,332.2,USH00478110,00,44.9686,-90.9389,STANLEY                       ,H,WI,6
------,------,------,478827,US,382.5,USH00478827,00,43.5594,-90.8761,VIROQUA                       ,H,WI,6
------,------,------,478919,US,251.5,USH00478919,00,43.1742,-88.7364,WATERTOWN                     ,H,WI,6
------,------,------,480140,US,962.0,USH00480140,00,43.7728,-111.0339,ALTA 1 NNW                    ,H,WY,7
------,------,------,480540,US,169.5,USH00480540,00,44.3789,-108.0314,BASIN                         ,H,WY,7
487105,------,------,480552,US,831.8,USH00480552,00,42.6339,-106.3775,BATES CREEK #2                ,H,WY,7
------,------,------,481675,US,868.4,USH00481675,00,41.15,-104.8167,CHEYENNE WSFO AP              ,H,WY,7
------,------,------,481730,US,616.7,USH00481730,00,41.7592,-104.8219,CHUGWATER                     ,H,WY,7
481175,------,------,481840,US,549.0,USH00481840,00,44.5219,-109.0633,CODY                          ,H,WY,7
------,------,------,481905,US,60.7,USH00481905,00,44.8711,-104.1533,COLONY                        ,H,WY,7
------,------,------,482595,US,699.3,USH00482595,00,43.2281,-108.9489,DIVERSION DAM                 ,H,WY,7
------,------,------,482715,US,119.9,USH00482715,00,43.5397,-109.6553,DUBOIS                        ,H,WY,7
------,------,------,483100,US,80.3,USH00483100,00,41.265,-110.9508,EVANSTON 1 E                  ,H,WY,7
------,------,------,484065,US,852.3,USH00484065,00,41.5314,-109.4767,GREEN RIVER                   ,H,WY,7
------,------,------,485345,US,398.8,USH00485345,00,44.5619,-110.3986,LAKE YELLOWSTONE              ,H,WY,7
485410,------,------,485415,US,214.7,USH00485415,00,41.3125,-105.6744,LARAMIE RGNL AP               ,H,WY,7
------,------,------,485830,US,551.4,USH00485830,00,42.7506,-104.4811,LUSK 2 SW                     ,H,WY,7
------,------,------,486195,US,481.3,USH00486195,00,43.4131,-106.2772,MIDWEST                       ,H,WY,7
------,------,------,486440,US,72.0,USH00486440,00,43.8567,-110.5889,MORAN 5 WNW                   ,H,WY,7
------,------,------,486660,US,315.2,USH00486660,00,43.8581,-104.2136,NEWCASTLE                     ,H,WY,7
------,------,------,487115,US,658.1,USH00487115,00,43.2458,-108.6942,PAVILLION                     ,H,WY,7
487235,------,------,487240,US,578.9,USH00487240,00,41.1722,-104.1583,PINE BLUFFS 5W                ,H,WY,7
------,------,------,487260,US,193.0,USH00487260,00,42.8797,-109.8642,PINEDALE                      ,H,WY,7
487380,------,------,487388,US,332.0,USH00487388,00,44.7764,-108.7592,POWELL FLD STN                ,H,WY,7
------,------,------,487760,US,510.3,USH00487760,00,43.0308,-108.3742,RIVERTON                      ,H,WY,7
482885,483170,------,487845,US,55.0,USH00487845,00,41.5942,-109.0653,ROCK SPRINGS AP               ,H,WY,7
------,------,------,487990,US,69.6,USH00487990,00,41.4528,-106.8053,SARATOGA                      ,H,WY,7
------,------,------,488160,US,143.0,USH00488160,00,44.8406,-106.8383,SHERIDAN FLD STN              ,H,WY,7
------,------,------,488995,US,249.1,USH00488995,00,42.0803,-104.2236,TORRINGTON EXP FARM           ,H,WY,7
------,------,------,489615,US,413.7,USH00489615,00,42.1106,-104.9492,WHEATLAND 4 N                 ,H,WY,7
------,------,------,489770,US,237.5,USH00489770,00,44.0108,-107.9686,WORLAND                       ,H,WY,7
------,------,------,489905,US,898.9,USH00489905,00,44.9767,-110.6964,YELLOWSTONE PK MAMMOTH        ,H,WY,7
