,dmflag0,dmflag1,dmflag10,dmflag11,dmflag2,dmflag3,dmflag4,dmflag5,dmflag6,dmflag7,dmflag8,dmflag9,dsflag0,dsflag1,dsflag10,dsflag11,dsflag2,dsflag3,dsflag4,dsflag5,dsflag6,dsflag7,dsflag8,dsflag9,id,qcflag0,qcflag1,qcflag10,qcflag11,qcflag2,qcflag3,qcflag4,qcflag5,qcflag6,qcflag7,qcflag8,qcflag9,value0,value1,value10,value11,value2,value3,value4,value5,value6,value7,value8,value9,year
14,a, , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1855,1551,1750,1278,2550,2047,2610,3090,3362,3343,3049,2541,1907
15,a, , , , ,a, , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1307,1155,2088,1603,2336,2612,2810,3256,3381,3411,3150,2429,1908
16,a, ,a,b, ,a, , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1558,1550,2298,1110,1899,2339,2615,3105,3258,3357,3083,2577,1909
17,a, , , , ,a, , , , ,b, , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1356,1348,1779,1153,2391,2411,2742,2993,3059,3260,3222,2624,1910
18,a, ,a, , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1563,1852,1632,1505,2121,2279,2925,3373,3102,3198,3317,2705,1911
19,a,b, , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1105,1219,1832,1351,-9999,2414,2925,3016,3203,3232,3089,2535,1912
20, , , , ,i, ,a,b, , , ,a, , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1634,1414,2049,1396,1887,2296,2868,3299,3277,3333,2842,2310,1913
21,a, , , ,a, ,a, , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1410,1267,1847,1086,1585,2375,2941,3499,3402,3105,2866,2303,1914
22, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1120,1412,2124,1335,1409,2553,2982,3200,3294,3232,3139,2541,1915
23, ,a, , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1641,1472,1987,1416,1781,2277,2963,3187,3019,3314,3065,2530,1916
24, , ,a, , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1486,1458,1799,1033,2002,2468,2606,3276,3224,3169,2897,2202,1917
25, ,a, ,a, , , , , , ,b, , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,853,1751,1852,1510,2319,2176,2958,3309,3201,3320,2785,2514,1918
26, ,a, ,a, , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1370,1430,2077,1415,2088,2461,2624,3172,3217,3185,3169,2995,1919
27, ,a, , , ,b, , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1362,1282,1747,1244,1643,2321,2680,3138,3234,3115,3163,2651,1920
28, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1633,1587,2074,1670,2434,2345,2801,3398,3399,3378,3435,2498,1921
29,b, , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1313,1748,2085,1692,1828,2572,2773,3244,3283,3279,3309,2531,1922
30, , ,a, ,b, , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1647,1414,1695,-9999,1892,2363,2605,3094,3165,3117,3076,2428,1923
31, ,f, , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,-9999,1252,2111,1399,1548,2299,2529,3317,3356,3533,2867,2587,1924
32, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1324,1713,1700,1302,2108,2728,2762,3424,3536,3346,3584,2484,1925
33, , ,a, , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1191,1589,1655,1594,1526,2305,2831,3211,3271,3259,3224,2588,1926
34, , ,a, , , , ,a, , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1563,2033,2139,1408,1886,2644,2907,3209,3449,3300,3295,2769,1927
35, , , ,b, , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1313,1435,1747,1422,1873,2088,2735,3000,3336,3386,2991,2667,1928
36, ,a, , , , , ,a, , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1520,1288,1639,1275,2030,2570,2690,3071,3274,3406,2889,2253,1929
37, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1215,1832,1586,1083,1622,2531,2862,3187,3641,3306,3005,2246,1930
38, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1220,1536,2131,1667,1548,2204,2624,3383,3375,3183,3294,2627,1931
39, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1678,1901,1555,1476,1771,2539,2737,3303,3491,3335,2997,2329,1932
40, , , , , , , , , ,a, , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1568,1350,1898,1953,1922,2274,3197,3417,3173,3337,3390,2637,1933
41, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1454,1351,2016,1303,1968,2526,2778,3358,3389,3295,3117,2575,1934
42, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1452,1606,1934,960,2324,2426,3017,3306,3422,3385,3047,2768,1935
43, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1262,1327,1910,1527,2174,2255,3027,3668,3436,3355,3274,2661,1936
44, , ,a, , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1882,1504,1636,1411,1905,2543,3001,3456,3397,3434,3022,2301,1937
45, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1432,1913,2051,1418,2384,2410,3019,3254,3309,3470,3163,2754,1938
46, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1614,1760,1874,1640,2206,2461,2865,3261,3415,3149,3174,2706,1939
47, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,681,1230,1867,1542,1928,2254,2849,3166,3165,3339,3113,2774,1940
48, ,a,a, , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1511,1183,1951,1586,1616,2544,3184,3243,3317,3364,3247,2907,1941
49, , , , , , , , , ,a, , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1382,1239,2095,1485,1884,2602,2959,3215,3360,3158,2952,2572,1942
50, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1587,1719,1915,1351,1797,2475,3053,3455,3393,3495,2905,2447,1943
51, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1403,1776,1896,1373,2050,2330,3077,3476,3450,3267,3081,2706,1944
52, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1414,1671,2034,1080,2493,2656,2860,3424,3348,3391,3232,2464,1945
53, , ,a, , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1403,1809,2102,1745,2228,2700,2815,3102,3148,3150,2763,2526,1946
54, , , , ,a, , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1448,1278,1605,1517,1653,2370,2789,3109,3212,3296,3221,2722,1947
55, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,987,1555,1873,1556,2023,2538,2919,3339,3270,3136,-9999,2398,1948
56, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1755,1691,1851,1473,1825,2275,2994,3079,3254,3205,2897,2656,1949
57, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1992,1837,1591,1020,1780,2197,2972,3221,3187,3158,2741,2465,1950
58, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1425,1561,1521,1547,1947,2294,2914,3327,3387,3373,3027,2498,1951
59, , , , , , , ,a, , , ,a, , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1727,1576,1833,1303,1845,2330,2935,3592,3673,3288,2876,2249,1952
60, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1558,1467,1935,1243,2062,2239,2940,3370,3237,3332,3110,2652,1953
61, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1444,1849,1739,1375,1819,2654,2515,3318,3485,3593,3365,2705,1954
62, , , , , , , , , , ,a, , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1247,1466,1840,1339,2131,2495,2908,2827,3177,3261,3073,2491,1955
63, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1167,1741,1735,1870,1922,2281,2920,3103,3355,3431,3009,2420,1956
64, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1430,1990,1884,1429,1665,2448,2758,3128,3211,3332,2839,2029,1957
65, , , , , , , , , ,a, , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,950,860,2037,1208,1594,2338,2781,3151,3129,3226,3000,2377,1958
66, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1290,1439,1790,1441,1731,2308,2902,3016,3309,3392,2871,2390,1959
67, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1140,1297,1892,1162,1281,2474,2670,3150,3346,3153,2940,2525,1960
68, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1022,1662,1956,1337,1998,2138,2641,2878,3132,3141,2939,2472,1961
69, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1080,1971,1690,1263,1641,2179,3186,3125,3354,3306,3019,2572,1962
70, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,989,1207,1871,944,2170,2504,2845,3090,3131,3275,2942,2683,1963
71, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1112,1133,2058,1423,1801,2432,2847,3261,3100,3136,3027,2253,1964
72, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1437,1380,2002,1496,1613,2502,3055,2998,3174,3158,2925,2353,1965
73, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1003,1348,1965,1363,1817,2427,2645,3004,3435,3170,2927,2345,1966
74, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1297,1249,1797,1558,2221,2721,2694,3032,3002,2964,2621,2418,1967
75, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1134,1068,1688,1196,1875,2454,2740,3315,3198,3297,2976,2523,1968
76, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1188,1383,1848,1308,1529,2470,2740,3190,3310,3075,2866,2409,1969
77, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,884,1385,1640,1620,1754,2470,2868,2985,3303,3131,3163,2431,1970
78, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1313,1420,1852,1817,1636,2448,2566,3181,3055,3089,2937,2623,1971
79, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1528,1382,1609,1531,1960,2431,2679,3060,3196,3259,3185,2403,1972
80, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1229,1350,2085,1457,2081,2115,2639,3053,3211,3164,3082,2692,1973
81, , , , , , , ,a, , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1769,1531,1949,1389,2294,2422,2875,2965,3279,3177,2737,2475,1974
82, , , , , , , , , , , ,a, , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1547,1672,1946,1397,1916,2307,2839,3061,3078,3157,2740,2459,1975
83, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1140,1966,1527,1228,2117,2563,2447,3001,3205,3156,2895,2236,1976
84, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,650,1508,1896,1335,2042,2594,3028,3474,3412,3237,3013,2349,1977
85, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,712,1057,2302,1456,1729,2585,2788,3213,3412,3343,3238,2597,1978
86, , , , ,a, , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,889,1158,1969,1450,2057,2383,2701,3033,3147,3224,2854,2537,1979
87, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1308,1259,1781,1427,1775,2297,2717,3200,3453,3459,3278,2309,1980
88, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1143,1466,2095,1155,1871,2660,2626,3327,3385,3111,2942,2315,1981
89, , , ,a,a, , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1203,1517,1987,1686,2094,2208,2941,3118,3255,3189,2993,2577,1982
90, ,b, , , ,a, , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1100,1421,1926,1168,1686,2138,2726,2947,3399,3440,2881,2455,1983
91, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1206,1634,1860,1957,1981,2276,2764,3253,3194,3107,3088,2760,1984
92, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,900,1293,2225,1236,2114,2525,2808,3203,3187,3192,2947,2603,1985
93, , ,a, , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1263,1742,2116,1240,2074,2580,2884,3244,3445,3256,3015,2457,1986
94, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1217,1463,2020,1587,2023,2361,2947,3128,3323,3398,2977,2344,1987
95, ,a, , , , , , , , , ,a, , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1013,1377,2012,1409,1916,2374,2823,3315,3120,3292,2890,2231,1988
96, , , , , , , , , , ,a, , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1629,1378,1953,892,1969,2313,2645,3040,3125,3225,2904,2415,1989
97, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1605,1847,2211,1672,2054,2352,2744,3214,3256,3460,3272,2451,1990
98, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1153,1552,1644,1622,2005,2412,2797,3093,3323,3213,3095,2552,1991
99, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1210,1749,1714,1241,2020,2321,2750,2988,3275,3046,2897,2451,1992
100, , ,a, , , , , , , ,a, , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1355,1404,1732,1290,1678,2158,2641,3129,3428,3277,2961,2342,1993
101, , , , , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,969,1522,2037,1524,2059,2537,2682,3113,3045,3120,2881,2320,1994
102,a, ,a, , , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1281,1455,1557,1244,2008,2451,2850,3054,3334,3364,2974,2402,1995
103,a, ,c, , , ,a, , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1266,1436,1790,1528,1640,2290,2972,3083,3274,3143,2802,2413,1996
104,a, , ,b, , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1288,1564,1550,1202,2325,2150,2660,2865,3254,3076,3065,2450,1997
105, , , , , , , ,a, , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1306,1524,2050,1528,1894,2255,2991,3377,3336,3310,3214,2712,1998
106,a,a, , , , , , ,a, , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1524,1717,2068,1511,1873,2624,2808,3045,3320,3525,3127,2536,1999
107,b,a, , , ,c, ,b, ,a,a, , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1347,1932,1702,905,2210,2257,2976,3132,3485,3511,3079,2677,2000
108,c, ,a, ,b,b,a,a, ,a,a, , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,996,1724,2253,1576,1587,2562,2891,2975,3328,3126,2780,2367,2001
109,a, , ,a, , ,a, , , ,a,b, , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1369,1387,1644,1345,1941,2491,2773,3124,3200,3267,2997,2482,2002
110,c, , , , ,a,b, , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1086,1409,2063,1267,1880,2434,2703,2999,3114,-9999,2995,2417,2003
111, , , , , , , , , ,a,c,c, , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1290,1198,1995,1463,2218,2344,2859,2954,3265,3029,3027,2677,2004
112, , ,b, , , , , , , , ,a, , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,-9999,1609,2249,1401,1836,2409,2757,3083,3259,3386,3178,2555,2005
113, , , , , , , ,c, ,a, , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1895,1388,1876,1548,2015,2769,2840,3426,3538,3547,3047,2471,2006
114,a, ,a, , ,a, ,c,a, ,a,a, , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1294,1438,1940,1712,2439,2304,2980,3370,3162,3687,3157,2609,2007
115,a, , , , ,a,d,c, , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1132,1676,1827,1658,2104,2384,2763,3302,3364,-9999,2965,2414,2008
116, ,a,b, , , ,a, , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1308,1712,1907,1164,-9999,2361,2731,3340,-9999,3110,-9999,2239,2009
117, ,c, ,a,e, , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1012,889,2009,1246,1660,2622,2940,3432,3466,3536,3369,2696,2010
118, , , ,a, , , , ,a, ,a, , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1129,1616,1991,1480,2125,2596,2814,3532,3472,3497,2907,2373,2011
119, , , ,g, , , , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1721,1584,1900,1657,2493,2568,3026,3245,3368,3163,2985,2384,2012
120, , , , , , , , ,b, , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1492,1447,1647,1345,-9999,2323,2655,3215,3133,3187,3174,2478,2013
121, , , , , , , , , , ,a, , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1002,1443,1605,1605,1839,2378,2839,3161,3130,3337,3169,2675,2014
122, , , , , ,a, , , , , ,a, , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1242,1115,2061,1953,1960,2468,2854,3265,3391,3330,3150,2604,2015
123, , , , ,a,b, , , , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1191,1680,2282,1494,2194,2510,2807,3379,-9999,-9999,3345,2899,2016
124, ,a,a, , , , ,b, , , , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1674,1864,2032,1337,2125,2678,2726,2894,3264,3136,2968,2548,2017
125, , , , , , , , , , ,a,a, , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1022,2047,1551,1398,1987,2195,3041,3252,3305,3229,3202,2535,2018
126, , , , , ,a, , ,a,g, , , , , , , , , , , , , , ,USH00013160, , , , , , , , , , , , ,1276,1745,-9999,-9999,1862,2401,2958,3147,3281,3357,-9999,-9999,2019
