,dmflag0,dmflag1,dmflag10,dmflag11,dmflag2,dmflag3,dmflag4,dmflag5,dmflag6,dmflag7,dmflag8,dmflag9,dsflag0,dsflag1,dsflag10,dsflag11,dsflag2,dsflag3,dsflag4,dsflag5,dsflag6,dsflag7,dsflag8,dsflag9,id,qcflag0,qcflag1,qcflag10,qcflag11,qcflag2,qcflag3,qcflag4,qcflag5,qcflag6,qcflag7,qcflag8,qcflag9,value0,value1,value10,value11,value2,value3,value4,value5,value6,value7,value8,value9,year
56, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,761,1801,913,1796,2093,2341,668,1755,1948,1093,2573,324,1973
57, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,910,1666,776,911,1748,1289,865,765,1345,1713,1931,142,1974
58, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,1593,1008,2243,922,1735,1738,2822,894,2549,2210,3271,1403,1975
59, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,456,606,1416,1260,2528,498,2719,1065,2040,530,1647,1730,1976
60, , , , ,a, , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,1561,476,1711,1210,1203,466,712,181,1280,2372,1914,1048,1977
61, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,3666,1138,956,999,1471,1209,2720,3131,6011,1585,1010,0,1978
62, , ,d, , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,1282,1965,1281,498,2359,1465,1397,857,2135,1374,2399,175,1979
63, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,1581,371,1381,425,2947,3438,2440,968,1032,334,1342,959,1980
64, , , ,b, , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,239,2945,206,1221,658,315,3019,639,1283,1596,282,483,1981
65, , , , , , , , ,b, , ,c, , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,822,2434,1214,2042,1993,738,417,1912,2791,1534,585,565,1982
66, ,a, , , ,a, , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,1677,2951,1737,1399,2383,3294,392,1675,209,1545,1783,1405,1983
67, , , ,a, , , , ,a,b, , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,1459,1512,575,431,1417,810,633,711,991,3616,145,452,1984
68, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,1291,1784,756,835,1285,258,1994,2052,2034,1470,1527,3323,1985
69, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,966,1199,1540,1174,995,846,1359,1406,1089,1272,781,1496,1986
70, , , ,a, , , , ,a, , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,1612,2276,1288,1347,1378,161,3137,3958,1311,3171,609,58,1987
71, , , , , , , ,a, , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,1113,1624,1128,627,1615,994,79,1501,1219,3350,4093,500,1988
72, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,220,417,1972,1325,1098,732,1780,4705,2266,552,1140,579,1989
73, , ,a, , , , , , , ,a, , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,2199,2616,468,602,2645,627,1255,1581,1485,508,417,732,1990
74, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,3932,609,967,730,1240,2311,3493,1488,2197,1712,796,580,1991
75, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,3323,2048,2972,1341,736,692,610,1175,1279,1574,368,979,1992
76, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,1911,1090,457,1202,1858,648,1476,858,2053,1924,1269,1348,1993
77, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,1275,478,943,522,1989,1203,735,1861,2779,1649,371,1493,1994
78, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,1385,722,2954,1229,2548,1704,1534,1150,2199,2441,774,3081,1995
79, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,1329,1615,542,1560,2590,2966,122,1885,1663,1523,1961,745,1996
80, , , , , , ,c, , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,1494,1657,3056,641,954,1605,2011,1494,7261,316,328,1240,1997
81, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,4149,1572,1592,1359,1551,1154,207,567,1568,1499,6126,437,1998
82, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,1317,208,260,1372,1471,28,800,2114,2467,1522,579,1123,1999
83, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,749,222,1865,886,1047,310,165,1071,816,768,2422,99,2000
84, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,845,906,453,697,2218,76,140,3499,3480,2799,1183,873,2001
85, , , , , , ,a, , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,1250,673,1446,1237,1063,792,594,864,2735,1483,3752,2144,2002
86, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,633,1786,976,1050,1323,778,1484,2424,4684,1320,930,682,2003
87, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,1461,2063,2959,1416,172,590,517,2743,1202,2102,3209,620,2004
88, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,528,1422,819,993,1088,5209,1798,2653,2906,2895,1193,64,2005
89, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,668,1071,940,1146,99,1547,874,338,1356,1810,1336,956,2006
90, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,1113,527,994,1467,137,870,472,1614,1800,1512,1687,2230,2007
91, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,1785,1240,882,850,1098,1395,2353,843,1373,3594,1948,1052,2008
92, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,549,1235,971,3434,3665,526,1854,937,1316,1587,2072,1948,2009
93, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,1710,1381,1202,692,1312,519,1787,1281,555,2623,1608,426,2010
94, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,885,605,927,635,1164,272,229,1002,2575,499,2818,87,2011
95, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,760,1362,486,1109,561,651,1902,2869,2024,2803,956,719,2012
96, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,593,2428,1057,1321,397,1019,2395,2272,4234,2209,494,396,2013
97, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,595,1486,419,1296,2163,6861,2087,2202,1615,501,1548,625,2014
98, , , , , , , , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,997,770,1674,2727,1824,2662,673,1276,1706,1359,909,1306,2015
99, , , , , ,a, , , , , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,928,1027,158,2532,2555,1706,752,1117,1300,2175,1608,38,2016
100, , , , , , , , , , ,a, , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,3066,812,36,660,573,847,2751,3152,1977,3475,219,3506,2017
101,a, , , , , , , ,a, , , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,950,2073,2068,3073,640,1334,1631,1326,1710,2595,3258,665,2018
102, , , , ,b,a, , ,b,h, , , , , , , , , , , , , , ,USH00012813, , , , , , , , , , , , ,695,771,-9999,-9999,397,1334,826,3386,2136,342,-9999,-9999,2019
